step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,qy_mean,qy_std,loss_replica_1,loss_replica_2,loss_replica_3,mse_replica_1,mse_replica_2,mse_replica_3,qy_replica_1,qy_replica_2,qy_replica_3
477,5.2552159483e-07,4.2350624863e-09,-6.2794235808e+00,3.5082890383e-03,1.3138040054e-14,1.0587669349e-16,2.4699880679e-01,2.2446924244e-03,5.2947177664e-07,5.2744530876e-07,5.1964769909e-07,1.3236794778e-14,1.3186132890e-14,1.2991192493e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
478,5.1892379815e-07,3.9726269605e-09,-6.2849091794e+00,3.3328122381e-03,1.2973095351e-14,9.9315419942e-17,2.4699880679e-01,2.2446924244e-03,5.2247793292e-07,5.2091485259e-07,5.1337860896e-07,1.3061948543e-14,1.3022871525e-14,1.2834465986e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
479,5.1386088747e-07,5.5045946023e-09,-6.2891793852e+00,4.6564345367e-03,1.2846522371e-14,1.3761480250e-16,2.4699880679e-01,2.2446924244e-03,5.2029685094e-07,5.1443561233e-07,5.0685019914e-07,1.3007421644e-14,1.2860890026e-14,1.2671255443e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
480,5.0837733549e-07,4.2635561367e-09,-6.2938291387e+00,3.6505025581e-03,1.2709433477e-14,1.0658853789e-16,2.4699880679e-01,2.2446924244e-03,5.1254806976e-07,5.1006298918e-07,5.0252094752e-07,1.2813700974e-14,1.2751575342e-14,1.2563024114e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
481,5.0313515961e-07,5.3161753134e-09,-6.2983395882e+00,4.5905960171e-03,1.2578379127e-14,1.3290436515e-16,2.4699880679e-01,2.2446924244e-03,5.0953281061e-07,5.0335614787e-07,4.9651652034e-07,1.2738320124e-14,1.2583904323e-14,1.2412912935e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
482,4.9817483235e-07,2.0994940297e-09,-6.3026220811e+00,1.8329979188e-03,1.2454370963e-14,5.2487673622e-17,2.4699880679e-01,2.2446924244e-03,4.9977177241e-07,4.9954411452e-07,4.9520861012e-07,1.2494294167e-14,1.2488603799e-14,1.2380214922e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
483,4.9207667037e-07,3.1473743875e-09,-6.3079761347e+00,2.7840053562e-03,1.2301916608e-14,7.8684794632e-17,2.4699880679e-01,2.2446924244e-03,4.9455587714e-07,4.9403848834e-07,4.8763564564e-07,1.2363896833e-14,1.2350962640e-14,1.2190890353e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
484,4.8645514047e-07,2.7608693261e-09,-6.3129642033e+00,2.4663543632e-03,1.2161378878e-14,6.9021670385e-17,2.4699880679e-01,2.2446924244e-03,4.8962209576e-07,4.8684938747e-07,4.8289393817e-07,1.2240552742e-14,1.2171234954e-14,1.2072348939e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
485,4.8120102747e-07,3.9482484257e-09,-6.3176880454e+00,3.5583790587e-03,1.2030025526e-14,9.8705611081e-17,2.4699880679e-01,2.2446924244e-03,4.8644540129e-07,4.8023878207e-07,4.7691889904e-07,1.2161134086e-14,1.2005969508e-14,1.1922972985e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
486,4.7640672089e-07,1.8880655688e-09,-6.3220255254e+00,1.7190561924e-03,1.1910168388e-14,4.7201918413e-17,2.4699881673e-01,2.2446815400e-03,4.7904114808e-07,4.7546637916e-07,4.7471263542e-07,1.1976029435e-14,1.1886659835e-14,1.1867815893e-14,2.4996674061e-01,2.4453942478e-01,2.4649028480e-01
487,4.7345106206e-07,3.1226793915e-09,-6.3247343242e+00,2.8582826874e-03,1.1836276339e-14,7.8066598009e-17,2.4699880679e-01,2.2446924244e-03,4.7783157697e-07,4.7174557949e-07,4.7077602972e-07,1.1945788664e-14,1.1793639524e-14,1.1769400829e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
488,4.6929700185e-07,2.2706848609e-09,-6.3285572941e+00,2.0982737692e-03,1.1732425300e-14,5.6767191449e-17,2.4699880679e-01,2.2446924244e-03,4.7245575274e-07,4.6821836008e-07,4.6721689273e-07,1.1811394182e-14,1.1705459159e-14,1.1680422559e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
489,4.6369658927e-07,2.7503980971e-09,-6.3337737251e+00,2.5726673371e-03,1.1592414989e-14,6.8760135101e-17,2.4699880679e-01,2.2446924244e-03,4.6741467941e-07,4.6084815608e-07,4.6282693233e-07,1.1685367538e-14,1.1521204082e-14,1.1570673347e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
490,4.5922934078e-07,2.5375805451e-09,-6.3379769874e+00,2.3957311101e-03,1.1480733413e-14,6.3439681026e-17,2.4699881673e-01,2.2446815400e-03,4.6276733201e-07,4.5798086035e-07,4.5693982997e-07,1.1569183416e-14,1.1449521378e-14,1.1423495444e-14,2.4996674061e-01,2.4453942478e-01,2.4649028480e-01
491,4.5514446848e-07,2.4566621437e-09,-6.3418570537e+00,2.3431422143e-03,1.1378611732e-14,6.1416557771e-17,2.4699881673e-01,2.2446815400e-03,4.5827741246e-07,4.5227750434e-07,4.5487848865e-07,1.1456935457e-14,1.1306937781e-14,1.1371961959e-14,2.4996674061e-01,2.4453942478e-01,2.4649028480e-01
492,4.5106591529e-07,3.0629946126e-09,-6.3457699714e+00,2.9423088310e-03,1.1276647600e-14,7.6574640576e-17,2.4699880679e-01,2.2446924244e-03,4.5538303084e-07,4.4859947934e-07,4.4921523568e-07,1.1384575127e-14,1.1214986425e-14,1.1230381249e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
493,4.4654050650e-07,2.7198678079e-09,-6.3501471726e+00,2.6396305975e-03,1.1163512798e-14,6.7996831400e-17,2.4699881673e-01,2.2446815400e-03,4.5038692065e-07,4.4459872584e-07,4.4463587301e-07,1.1259673342e-14,1.1114967928e-14,1.1115897123e-14,2.4996674061e-01,2.4453942478e-01,2.4649028480e-01
494,4.4225508115e-07,3.4070961870e-09,-6.3543400779e+00,3.3499460767e-03,1.1056376965e-14,8.5177632275e-17,2.4699880679e-01,2.2446924244e-03,4.4600821525e-07,4.3776165626e-07,4.4299537194e-07,1.1150205345e-14,1.0944040914e-14,1.1074884635e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
495,4.3766380031e-07,1.6651949238e-09,-6.3588625136e+00,1.6513073991e-03,1.0941595248e-14,4.1629769573e-17,2.4699880679e-01,2.2446924244e-03,4.3987250820e-07,4.3585197318e-07,4.3726691956e-07,1.0996812761e-14,1.0896299596e-14,1.0931673386e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
496,4.3437593907e-07,1.1663798887e-09,-6.3621358062e+00,1.1669073739e-03,1.0859398606e-14,2.9159429981e-17,2.4699880679e-01,2.2446924244e-03,4.3556207174e-07,4.3477558620e-07,4.3279015927e-07,1.0889051535e-14,1.0869390206e-14,1.0819754076e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
497,4.3087101176e-07,2.6760129203e-09,-6.3656610970e+00,2.6966794934e-03,1.0771775306e-14,6.6900345388e-17,2.4699880679e-01,2.2446924244e-03,4.3421599116e-07,4.2766558295e-07,4.3073146117e-07,1.0855399763e-14,1.0691639495e-14,1.0768286660e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
498,4.2727542867e-07,2.1089100648e-09,-6.3692973592e+00,2.1398396141e-03,1.0681885911e-14,5.2722669471e-17,2.4699880679e-01,2.2446924244e-03,4.3025787022e-07,4.2577835302e-07,4.2579006276e-07,1.0756446833e-14,1.0644458913e-14,1.0644751987e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
499,4.2306401345e-07,1.8083401333e-09,-6.3735978752e+00,1.8538649833e-03,1.0576600563e-14,4.5208615172e-17,2.4699880679e-01,2.2446924244e-03,4.2558951918e-07,4.2214983864e-07,4.2145268253e-07,1.0639738399e-14,1.0553745920e-14,1.0536317370e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
500,4.1856955590e-07,2.8394913767e-09,-6.3782423441e+00,2.9435868680e-03,1.0464238819e-14,7.0987373680e-17,2.4699880679e-01,2.2446924244e-03,4.2227560471e-07,4.1537751372e-07,4.1805554929e-07,1.0556890106e-14,1.0384437586e-14,1.0451388764e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
